episode,epsilon,reward,steps,success,risk_exposure,redundant_actions,escalation_attempts,mean_loss
1.0,1.0,4.05,8.0,0.0,0.0,0.0,0.0,0.0
2.0,0.99981,24.5,8.0,1.0,0.3,0.0,1.0,0.0
3.0,0.99962,3.3500000000000005,6.0,0.0,0.0,0.0,0.0,0.0
4.0,0.99943,24.7,8.0,1.0,0.1,0.0,1.0,0.0
5.0,0.99924,-2.9,6.0,0.0,0.0,0.0,0.0,0.0
6.0,0.99905,-4.4,6.0,0.0,0.0,0.0,0.0,0.0
7.0,0.99886,2.3000000000000003,3.0,0.0,0.0,0.0,0.0,0.0
8.0,0.99867,19.6,2.0,1.0,0.1,0.0,1.0,0.0
9.0,0.99848,-6.15,1.0,0.0,0.0,0.0,0.0,0.0
10.0,0.99829,-6.15,1.0,0.0,0.0,0.0,0.0,0.0
11.0,0.9981,21.35,7.0,1.0,0.1,0.0,1.0,0.0
12.0,0.99791,0.44999999999999996,2.0,0.0,0.0,0.0,0.0,0.0
13.0,0.99772,-3.95,3.0,0.0,0.0,0.0,0.0,0.0
14.0,0.99753,20.65,6.0,1.0,0.45,0.0,1.0,25.195995807647705
15.0,0.99734,-5.800000000000001,2.0,0.0,0.0,0.0,0.0,21.807170867919922
16.0,0.99715,-3.95,3.0,0.0,0.0,0.0,0.0,40.34966023763021
17.0,0.99696,-6.15,1.0,0.0,0.0,0.0,0.0,32.33427810668945
18.0,0.99677,-2.5500000000000003,7.0,0.0,0.0,0.0,0.0,32.850225176130024
19.0,0.99658,19.6,2.0,1.0,0.1,0.0,1.0,30.092405319213867
20.0,0.99639,20.2,4.0,1.0,0.2,0.0,1.0,31.499722480773926
21.0,0.9962,-5.800000000000001,2.0,0.0,0.0,0.0,0.0,28.157915115356445
22.0,0.99601,-3.95,3.0,0.0,0.0,0.0,0.0,29.49048105875651
23.0,0.99582,2.2,7.0,0.0,0.0,0.0,0.0,28.884708677019393
24.0,0.99563,3.0000000000000004,5.0,0.0,0.0,0.0,0.0,22.006055450439455
25.0,0.99544,-0.7000000000000011,8.0,0.0,0.0,0.0,0.0,17.245809674263
26.0,0.99525,-3.6,4.0,0.0,0.0,0.0,0.0,13.16111707687378
27.0,0.9950600000000001,-3.6,4.0,0.0,0.0,0.0,0.0,9.49829638004303
28.0,0.99487,22.770000000000003,7.0,1.0,0.18,0.0,1.0,9.224860123225621
29.0,0.99468,0.44999999999999996,2.0,0.0,0.0,0.0,0.0,9.40257978439331
30.0,0.99449,23.45,9.0,1.0,0.2,0.0,1.0,6.024804327223036
31.0,0.9943,4.749999999999999,10.0,0.0,0.0,0.0,0.0,4.204259824752808
32.0,0.99411,-3.25,5.0,0.0,0.0,0.0,0.0,3.7122602701187133
33.0,0.99392,4.3999999999999995,9.0,0.0,0.0,0.0,0.0,2.8318128850724964
34.0,0.99373,3.2500000000000004,10.0,0.0,0.0,0.0,0.0,2.3220393776893617
35.0,0.99354,1.4999999999999982,10.0,0.0,0.0,0.0,0.0,1.882927942276001
36.0,0.99335,23.35,9.0,1.0,0.3,0.0,1.0,1.6896863910886977
37.0,0.99316,0.44999999999999996,2.0,0.0,0.0,0.0,0.0,1.6032211780548096
38.0,0.99297,4.05,8.0,0.0,0.0,0.0,0.0,1.4809200465679169
39.0,0.99278,-2.2,8.0,0.0,0.0,0.0,0.0,1.2932160273194313
40.0,0.99259,4.05,8.0,0.0,0.0,0.0,0.0,1.3166913017630577
41.0,0.9924,-3.95,3.0,0.0,0.0,0.0,0.0,1.2105656067530315
42.0,0.99221,0.7999999999999989,8.0,0.0,0.0,0.0,0.0,1.3829738423228264
43.0,0.99202,-4.75,5.0,0.0,0.0,0.0,0.0,1.155405855178833
44.0,0.99183,-3.95,3.0,0.0,0.0,0.0,0.0,1.1201317310333252
45.0,0.99164,-5.45,3.0,0.0,0.0,0.0,0.0,1.2795786062876384
46.0,0.99145,2.9000000000000004,9.0,0.0,0.0,0.0,0.0,1.0736874606874254
47.0,0.99126,-3.35,9.0,0.0,0.0,0.0,0.0,1.0764774349000719
48.0,0.99107,-4.300000000000001,2.0,0.0,0.0,0.0,0.0,0.7893675863742828
49.0,0.99088,1.85,6.0,0.0,0.0,0.0,0.0,1.072113315264384
50.0,0.99069,2.5500000000000003,8.0,0.0,0.0,0.0,0.0,1.0103264078497887
51.0,0.9905,2.3000000000000003,3.0,0.0,0.0,0.0,0.0,1.0257395307223003
52.0,0.99031,-1.8499999999999996,9.0,0.0,0.0,0.0,0.0,0.8723181353674995
53.0,0.99012,20.549999999999997,5.0,1.0,0.2,0.0,1.0,0.9995752692222595
54.0,0.98993,-1.8499999999999996,9.0,0.0,0.0,0.0,0.0,1.1744395362006292
55.0,0.98974,-6.15,1.0,0.0,0.0,0.0,0.0,1.151321291923523
56.0,0.98955,24.6,8.0,1.0,0.2,0.0,1.0,0.9768444299697876
57.0,0.98936,-5.45,3.0,0.0,0.0,0.0,0.0,1.1495223641395569
58.0,0.98917,19.520000000000003,2.0,1.0,0.18,0.0,1.0,1.3228618502616882
59.0,0.98898,-5.800000000000001,2.0,0.0,0.0,0.0,0.0,0.9510328769683838
60.0,0.98879,3.7000000000000006,7.0,0.0,0.0,0.0,0.0,1.244069721017565
61.0,0.9886,2.5500000000000003,8.0,0.0,0.0,0.0,0.0,1.0747354924678802
62.0,0.98841,-5.45,3.0,0.0,0.0,0.0,0.0,1.1322141885757446
63.0,0.98822,2.9000000000000004,9.0,0.0,0.0,0.0,0.0,0.7236417167716556
64.0,0.98803,1.5,5.0,0.0,0.0,0.0,0.0,0.7385878026485443
65.0,0.98784,-3.2500000000000004,5.0,0.0,0.0,0.0,0.0,1.0944376826286315
66.0,0.98765,-5.1000000000000005,4.0,0.0,0.0,0.0,0.0,0.7493650615215302
67.0,0.98746,-3.2500000000000004,5.0,0.0,0.0,0.0,0.0,0.7541697859764099
68.0,0.98727,-5.1000000000000005,4.0,0.0,0.0,0.0,0.0,0.807642325758934
69.0,0.98708,-1.0500000000000007,7.0,0.0,0.0,0.0,0.0,0.8163339580808368
70.0,0.98689,2.9000000000000004,9.0,0.0,0.0,0.0,0.0,0.744301458199819
71.0,0.9867,0.7999999999999999,3.0,0.0,0.0,0.0,0.0,0.8105502724647522
72.0,0.98651,-1.8499999999999996,9.0,0.0,0.0,0.0,0.0,0.7337054411570231
73.0,0.98632,-2.45,3.0,0.0,0.0,0.0,0.0,0.7069860498110453
74.0,0.98613,20.549999999999997,5.0,1.0,0.2,0.0,1.0,0.6713911056518554
75.0,0.98594,-5.45,3.0,0.0,0.0,0.0,0.0,0.6612793207168579
76.0,0.98575,19.6,2.0,1.0,0.1,0.0,1.0,0.9261727929115295
77.0,0.98556,3.7,7.0,0.0,0.0,0.0,0.0,0.6751378902367183
78.0,0.98537,-5.1000000000000005,4.0,0.0,0.0,0.0,0.0,0.7565197646617889
79.0,0.9851800000000001,0.7999999999999999,3.0,0.0,0.0,0.0,0.0,0.5606005986531576
80.0,0.98499,-4.300000000000001,2.0,0.0,0.0,0.0,0.0,0.8290628790855408
81.0,0.9848,23.2,4.0,1.0,0.2,0.0,1.0,0.4812725931406021
82.0,0.98461,21.7,4.0,1.0,0.2,0.0,1.0,0.8323558308184147
83.0,0.98442,-1.8499999999999996,9.0,0.0,0.0,0.0,0.0,0.7762248847219679
84.0,0.98423,1.15,4.0,0.0,0.0,0.0,0.0,0.7449954748153687
85.0,0.98404,-3.95,3.0,0.0,0.0,0.0,0.0,0.797501266002655
86.0,0.98385,1.5,5.0,0.0,0.0,0.0,0.0,0.7508295357227326
87.0,0.98366,21.37,3.0,1.0,0.18,0.0,1.0,0.7960005601247152
88.0,0.98347,2.2,7.0,0.0,0.0,0.0,0.0,0.8945291680949075
89.0,0.98328,20.3,4.0,1.0,0.1,0.0,1.0,0.6831606179475784
90.0,0.98309,1.9500000000000002,2.0,0.0,0.0,0.0,0.0,0.8093781769275665
91.0,0.9829,22.5,6.0,1.0,0.1,0.0,1.0,0.6333086887995402
92.0,0.98271,2.299999999999999,8.0,0.0,0.0,0.0,0.0,0.7921725511550903
93.0,0.98252,22.770000000000003,7.0,1.0,0.18,0.0,1.0,0.675338898386274
94.0,0.98233,22.049999999999997,5.0,1.0,0.2,0.0,1.0,0.6961187303066254
95.0,0.98214,-4.4,6.0,0.0,0.0,0.0,0.0,0.7990298718214035
96.0,0.98195,-4.800000000000001,10.0,0.0,0.3,0.0,1.0,20.316603469848634
97.0,0.98176,-5.45,3.0,0.0,0.0,0.0,0.0,14.103797594706217
98.0,0.98157,-1.75,5.0,0.0,0.0,0.0,0.0,23.40743942260742
99.0,0.98138,23.220000000000002,4.0,1.0,0.18,0.0,1.0,17.098899126052856
100.0,0.98119,0.7999999999999999,3.0,0.0,0.0,0.0,0.0,20.125548044840496
101.0,0.981,-2.0999999999999996,4.0,0.0,0.0,0.0,0.0,17.22268271446228
102.0,0.98081,-5.800000000000001,2.0,0.0,0.0,0.0,0.0,18.50155258178711
103.0,0.98062,-2.9000000000000004,6.0,0.0,0.0,0.0,0.0,14.141891320546469
104.0,0.98043,-6.15,1.0,0.0,0.0,0.0,0.0,11.798539161682129
105.0,0.98024,2.9000000000000004,9.0,0.0,0.0,0.0,0.0,13.86760393778483
106.0,0.98005,2.2,7.0,0.0,0.0,0.0,0.0,12.424808161599296
107.0,0.97986,23.45,9.0,1.0,0.2,0.0,1.0,14.371004740397135
108.0,0.97967,2.65,4.0,0.0,0.0,0.0,0.0,12.87383484840393
109.0,0.97948,25.32,10.0,1.0,0.18,0.0,1.0,10.430418109893798
110.0,0.97929,-2.5500000000000003,7.0,0.0,0.0,0.0,0.0,9.802162647247314
111.0,0.9791,21.5,8.0,1.0,0.3,0.0,1.0,13.663950562477112
112.0,0.97891,-6.15,1.0,0.0,0.0,0.0,0.0,7.939113616943359
113.0,0.97872,1.9500000000000002,2.0,0.0,0.0,0.0,0.0,12.629908084869385
114.0,0.97853,-0.7000000000000011,8.0,0.0,0.0,0.0,0.0,12.238361060619354
115.0,0.97834,-3.6,4.0,0.0,0.0,0.0,0.0,12.008624792098999
